Time,DevPost,Gender,University,Lat,Lng,Graduation,Major,Experience
7/20/2016 15:45:07,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Engineering,1
7/20/2016 15:47:06,No,Male,General Douglas Macarthur High School,40.7041919,-73.5110268,2017,Computer Science,4
7/20/2016 22:41:26,No,Male,University of Waterloo,43.4692469,-80.5403143,2020,Mechatronics Engineering,5
7/21/2016 2:29:59,No,Male,Georgia State University,33.75,-84.4,2018,Electrical Engineering,0
7/21/2016 3:38:25,No,Male,Rose-Hulman Institute of Technology,39.4836321,-87.3268569,2017,Computer Science,7
7/21/2016 7:25:30,No,Female,"University of California, Los Angeles",34.070264,-118.4440562,2019,Math,0
7/21/2016 17:05:27,No,Male,Rutgers University,40.4879197,-74.4397285,2018,Information Technology & Informatics,0
7/21/2016 17:26:12,No,Non-Binary,The New School/Parsons,40.7353615,-73.9948941,2017,Digital Design And Making,5
7/21/2016 18:09:33,No,Male,University of Windsor,42.3063659,-83.0663103,2019,Mechanical Engineering,7
7/21/2016 18:13:22,No,Female,Purdue University,40.4282261,-86.9144194,2017,Bioinformatics,4
7/22/2016 0:38:55,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/22/2016 0:40:24,No,Male,George Mason University,38.8345098,-77.3111156,2017,Computer Science,0
7/22/2016 0:42:44,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,0
7/22/2016 4:49:50,No,Female,"University of Tennessee, Knoxville",35.9433558,-83.9386991,2017,Computer Science,1
7/22/2016 7:37:09,No,Male,"University of California, Los Angeles",34.070264,-118.4440562,2020,"Cognitive Science, Linguistics, Computer Science",3
7/22/2016 10:27:20,No,Male,Liceo Tecnologico Scientifico Salesiani Don Bosco,45.4881537,9.2010393,2017,Computer Science,7
7/22/2016 12:05:00,No,Female,Technion - Israel Institute of Technology,32.523429,35.154206,2017,Computer Engineering,1
7/22/2016 13:41:02,No,Male,University of Houston,29.7188527,-95.3410222,2018,Computer Science,1
7/22/2016 14:13:57,Yes,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2020,Physics,0
7/22/2016 14:15:44,No,Male,Anna University,13.0110816,80.2363137,2017,Computer Engineering,7
7/22/2016 23:01:38,No,Male,"University of Maryland, College Park",38.9908487,-76.944141,2018,Computer Science,6
7/22/2016 23:04:09,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,7
7/22/2016 23:22:24,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Engineering,0
7/22/2016 23:22:25,No,Male,"University of Missouri, Kansas City",39.0336695,-94.5762777,2016,Computer Networks,1
7/22/2016 23:24:58,No,Female,Harvard University,42.3803274,-71.1389101,2017,Computer Science,1
7/22/2016 23:58:10,No,Female,Carnegie Mellon University,40.4434658,-79.9434567,2020,Computer Science,7
7/23/2016 4:13:30,No,Male,University of Toronto,43.6607392,-79.3957209,2019,Computer Science,0
7/23/2016 4:48:28,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/23/2016 6:29:54,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/23/2016 14:51:46,No,Male,"University of Maryland, College Park",38.9908487,-76.944141,2019,Chemical Engineering,0
7/23/2016 14:59:47,No,Male,"University of Maryland, College Park",38.9908487,-76.944141,2019,Computer Science,4
7/23/2016 15:46:59,No,Male,Cal Gravat,41.7205993,1.8449231,2016,None,0
7/23/2016 16:25:55,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
7/23/2016 16:40:30,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,4
7/23/2016 17:10:05,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,1
7/23/2016 17:17:26,No,Female,University of British Columbia,49.2613118,-123.2537831,2018,Chemistry,0
7/23/2016 17:26:58,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,7
7/23/2016 17:34:30,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,2
7/23/2016 18:54:11,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,1
7/23/2016 18:58:22,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/23/2016 18:59:07,Yes,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,2
7/23/2016 19:53:20,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
7/23/2016 22:08:59,No,Male,Uc Merced,37.366463,-120.42469,2017,Computer Science,7
7/23/2016 23:49:37,No,Male,University of Waterloo,43.4692469,-80.5403143,2019,Mechatronics Engineering,1
7/24/2016 0:32:39,No,Male,Vanderbilt University,36.1486927,-86.8037597,2019,Computer Science,1
7/24/2016 0:46:25,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Engineering,0
7/24/2016 1:27:41,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 1:49:50,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/24/2016 2:58:56,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 3:26:16,No,Male,Purdue University,40.4282261,-86.9144194,2018,Math,0
7/24/2016 3:37:44,No,Female,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/24/2016 3:52:46,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/24/2016 4:10:07,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/24/2016 4:11:42,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 4:29:10,Yes,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/24/2016 4:49:38,No,Male,Purdue University,40.4282261,-86.9144194,2019,Mechanical Engineering,0
7/24/2016 4:59:02,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,2
7/24/2016 5:07:31,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
7/24/2016 5:31:48,No,Female,Purdue University,40.4282261,-86.9144194,2019,Law And Society,0
7/24/2016 5:32:51,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/24/2016 5:48:14,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 6:23:43,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,7
7/24/2016 7:08:13,No,Female,Purdue University,40.4282261,-86.9144194,2019,Aerospace Engineering,1
7/24/2016 7:08:15,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,5
7/24/2016 7:49:12,No,Female,"University of Texas, Austin",30.2835151,-97.7348805,2018,Computer Science,2
7/24/2016 8:45:40,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 8:51:03,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 10:49:12,No,Male,Fairleigh Dickinson University,40.8961601,-74.029983,2018,Computer Engineering,1
7/24/2016 15:37:15,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,1
7/24/2016 15:51:52,No,Male,Purdue University,40.4282261,-86.9144194,2017,Computer Engineering,2
7/24/2016 16:46:38,No,Female,University of British Columbia,49.2613118,-123.2537831,2020,Cognitive Systems,0
7/24/2016 16:52:38,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,6
7/24/2016 18:19:56,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 18:34:35,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
7/24/2016 18:52:42,Yes,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 19:11:46,No,Male,"University of Missouri, Kansas City",39.0336695,-94.5762777,2017,Computer Science,2
7/24/2016 19:21:35,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,7
7/24/2016 19:31:38,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,1
7/24/2016 19:50:18,No,Male,Stanford University,37.4275172,-122.170233,2021,Computer Science,0
7/24/2016 20:02:47,No,Male,Purdue University,40.4282261,-86.9144194,2019,Math,0
7/24/2016 20:09:01,No,Female,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
7/24/2016 20:09:08,Yes,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
7/24/2016 20:43:42,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/24/2016 21:02:15,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 21:04:51,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/24/2016 21:51:36,No,Female,Mississippi State University,33.4566424,-88.7945246,2020,Computer Science,7
7/24/2016 22:56:38,No,Male,Purdue University,40.4282261,-86.9144194,2017,Computer Science,3
7/24/2016 23:13:37,No,Male,Irvine Valley College,33.6761089,-117.7749901,2019,Computer Science,0
7/25/2016 2:14:05,No,Male,Simon Fraser University,49.280755,-122.9246453,2019,Computer Engineering,1
7/25/2016 2:46:52,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,4
7/25/2016 3:54:21,No,Male,Purdue University,40.4282261,-86.9144194,2019,Math,3
7/25/2016 4:37:22,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/25/2016 4:47:41,No,Male,University of Manitoba,49.809962,-97.1344368,2019,Computer Science,0
7/25/2016 5:11:40,No,Female,"University of Texas, Austin",30.2835151,-97.7348805,2018,Computer Science,2
7/25/2016 5:39:54,No,Male,Purdue University,40.4282261,-86.9144194,2017,Computer Science,3
7/25/2016 6:00:08,No,Female,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
7/25/2016 6:04:32,No,Male,Purdue University,40.4282261,-86.9144194,2019,"Neurobiology & Physiology, Computer Science",1
7/25/2016 6:34:47,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,7
7/25/2016 6:37:13,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/25/2016 6:52:56,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/25/2016 8:26:04,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
7/25/2016 12:09:16,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,4
7/25/2016 13:21:03,Yes,Male,Purdue University,40.4282261,-86.9144194,2017,Mechanical Engineering,2
7/25/2016 14:12:56,No,Male,Rutgers University,40.4879197,-74.4397285,2018,Computer Science,1
7/25/2016 16:35:05,No,Female,University of Waterloo,43.4692469,-80.5403143,2020,Computer Engineering,0
7/25/2016 16:47:00,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,0
7/25/2016 18:50:19,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/25/2016 19:13:39,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/25/2016 20:38:46,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
7/25/2016 20:38:59,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,4
7/25/2016 21:26:57,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/25/2016 22:25:52,No,Female,"University of Nebraska, Lincoln",40.8175913,-96.7002516,2019,Computer Engineering,0
7/25/2016 22:52:45,No,Male,Claremont Mckenna College / Harvey Mudd College,34.1058905,-117.712125,2017,Computer Science,1
7/26/2016 0:49:18,No,Male,University of Waterloo,43.4692469,-80.5403143,2017,Biology,1
7/26/2016 1:19:01,No,Male,Mcgill University,45.50617,-73.5776,2018,Computer Engineering,3
7/26/2016 1:27:45,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/26/2016 1:44:04,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/26/2016 3:20:16,No,Male,Unc Charlotte,35.307898,-80.7297585,2017,International Studies,2
7/26/2016 3:23:30,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
7/26/2016 3:33:21,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,3
7/26/2016 3:39:38,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Engineering,0
7/26/2016 4:16:46,No,Female,Purdue University,40.4282261,-86.9144194,2018,Computer Science,3
7/26/2016 4:29:06,No,Male,University of Southern California,34.0522342,-118.2436849,2017,Computer Science,7
7/26/2016 4:35:01,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,3
7/26/2016 4:41:25,No,Male,University of Minnesota,44.9741561,-93.2342,2020,Computer Science,6
7/26/2016 4:48:28,No,Female,Purdue University,40.4282261,-86.9144194,2018,Biomedical Engineering,0
7/26/2016 5:27:54,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,4
7/26/2016 5:36:06,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,7
7/26/2016 5:56:09,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/26/2016 7:02:26,Yes,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Aerospace Engineering,0
7/26/2016 7:45:15,No,Female,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/26/2016 11:44:58,No,Male,Tu Munich,48.1499647,11.5664199,2017,Computer Science,1
7/26/2016 13:15:22,No,Male,San Francisco State University,37.7211776,-122.4769623,2018,Computer Engineering,3
7/26/2016 14:02:52,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/26/2016 14:09:14,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,0
7/26/2016 18:29:55,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,0
7/26/2016 19:35:28,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,5
7/26/2016 20:06:50,No,Male,Purdue University,40.4282261,-86.9144194,2020,Landscape Architecture,1
7/26/2016 20:39:43,No,Male,Purdue University,40.4282261,-86.9144194,2020,Physics,2
7/26/2016 21:53:25,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,4
7/26/2016 22:31:52,No,Male,Wilfrid Laurier University,43.4743308,-80.5280234,2018,Computer Science,4
7/27/2016 1:50:06,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/27/2016 2:29:36,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2018,Aerospace Engineering,5
7/27/2016 3:54:56,No,Male,Saint Joseph,39.7674578,-94.846681,2017,Computer Science,6
7/27/2016 4:09:33,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Engineering,0
7/27/2016 4:09:49,No,Male,Purdue University,40.4282261,-86.9144194,2019,Mechanical Engineering,0
7/27/2016 5:00:07,No,Male,University of Mary Washington,38.2996744,-77.4714322,2018,Computer Science,3
7/27/2016 8:06:32,No,Male,Purdue University,40.4282261,-86.9144194,2019,Mechanical Engineering,0
7/27/2016 12:13:54,No,Male,Wartburg College,42.7286543,-92.4824715,2018,Computer Science,4
7/27/2016 14:12:26,No,Female,Northwestern University,42.0505569,-87.6797281,2018,Neuroscience,0
7/27/2016 16:08:11,No,Male,University of Houston Clear Lake,29.577941,-95.1063249,2017,Computer Science,0
7/27/2016 16:28:02,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2018,Computer Engineering,2
7/27/2016 16:41:12,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,7
7/27/2016 16:45:08,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2018,Electrical Engineering,2
7/27/2016 16:56:35,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,1
7/27/2016 17:10:50,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Engineering,3
7/27/2016 17:37:41,No,Male,"University of Louisiana, Monroe",32.5286427,-92.0724893,2019,Computer Science,1
7/27/2016 17:44:00,No,Male,Georgia Tech,33.771288,-84.392056,2017,Computer Science,7
7/27/2016 17:57:36,No,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,0
7/27/2016 18:00:55,No,Female,Georgia Tech,33.771288,-84.392056,2018,Computer Science,0
7/27/2016 19:17:54,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
7/27/2016 19:26:31,No,Female,New York University,40.7127837,-74.0059413,2017,Psychology/Public Health,0
7/27/2016 20:11:51,No,Female,University of Minnesota,44.9741561,-93.2342,2018,Neuroscience,0
7/27/2016 20:25:34,No,Female,Georgia Tech,33.771288,-84.392056,2018,Computer Science,2
7/27/2016 20:34:07,Yes,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,0
7/27/2016 21:14:53,No,Male,Georgia Tech,33.771288,-84.392056,2018,Business,3
7/27/2016 21:49:54,No,Female,Massachusetts Institute of Technology,42.359858,-71.0991299,2019,Computer Science,2
7/27/2016 23:29:29,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,2
7/28/2016 0:31:03,No,Female,Georgia Tech,33.771288,-84.392056,2017,Computer Science,1
7/28/2016 1:06:48,No,Male,University of Minnesota,44.9741561,-93.2342,2019,Computer Engineering,0
7/28/2016 1:17:03,No,Male,University of Minnesota,44.9741561,-93.2342,2017,Biomedical Engineering,0
7/28/2016 1:56:25,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,1
7/28/2016 3:13:01,No,Male,Boston University,42.3476181,-71.1002881,2018,Computer Engineering,5
7/28/2016 11:45:54,No,Female,"Ludwig Maximilian University (Munich), Center For Digital Technology & Management (Munich), Columbia Business School (New York City)",40.7127837,-74.0059413,2017,Technology Management (Honors) And Communication Science (Master Of Arts),1
7/28/2016 11:54:08,Yes,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,2
7/28/2016 14:28:14,No,Male,University At Buffalo,42.8864468,-78.8783689,2017,Computer Science,5
7/28/2016 15:28:14,No,Female,University of Florida,29.6130239,-82.371937,2018,Computer Science,1
7/28/2016 15:49:55,No,Male,University of Florida,29.6130239,-82.371937,2019,Computer Science,2
7/28/2016 15:55:00,No,Female,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,0
7/28/2016 16:28:36,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,2
7/28/2016 18:06:15,No,Male,University of Minnesota,44.9741561,-93.2342,2019,Computer Science,0
7/28/2016 18:13:59,Yes,Female,Beloit College,42.5030333,-89.0309048,2019,Computer Science,0
7/28/2016 19:14:54,No,Male,Drexel University,39.9541017,-75.1869029,2019,Computer Science,4
7/28/2016 19:55:37,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/28/2016 20:12:28,No,Female,Northwestern University,42.0505569,-87.6797281,2017,Computer Science,1
7/28/2016 21:46:00,No,Male,"University of Texas, Austin",30.2835151,-97.7348805,2018,Electrical Engineering,3
7/28/2016 22:07:31,No,Female,New York University,40.7127837,-74.0059413,2018,Interactive Telecommunications,3
7/28/2016 23:16:46,No,Female,Georgia Tech,33.771288,-84.392056,2018,Computer Science,4
7/29/2016 0:54:01,No,Male,Emory University,33.7894903,-84.3267716,2017,Computer Science,3
7/29/2016 1:01:38,Yes,Non-Binary,Marquette University,43.0389825,-87.9279845,2017,Computer Science,5
7/29/2016 1:09:11,No,Female,Georgia Tech,33.771288,-84.392056,2018,Computer Science,3
7/29/2016 2:00:57,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,7
7/29/2016 4:02:17,No,Female,University of Waterloo,43.4692469,-80.5403143,2020,Mathematical Physics,0
7/29/2016 4:25:02,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,5
7/29/2016 7:22:00,Yes,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,2
7/29/2016 13:38:36,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
7/29/2016 15:07:41,No,Male,Georgia State University,33.75,-84.4,2020,Computer Science,0
7/29/2016 15:54:56,No,Male,Purdue University,40.4282261,-86.9144194,2019,Industrial Engineering,3
7/29/2016 19:35:18,No,Male,Georgia Tech,33.771288,-84.392056,2017,Computer Science,0
7/29/2016 20:10:32,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,0
7/29/2016 21:03:01,No,Female,Georgia Tech,33.771288,-84.392056,2019,Computer Science,0
7/29/2016 22:31:40,No,Female,University of Waterloo,43.4692469,-80.5403143,2021,Computer Engineering,6
7/29/2016 22:50:13,No,Male,University of Florida,29.6130239,-82.371937,2018,Computer Engineering,0
7/30/2016 0:54:04,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
7/30/2016 0:55:27,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/30/2016 2:14:57,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
7/30/2016 3:15:41,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2020,Computer Science,0
7/30/2016 5:39:02,No,Female,University of Chicago,41.7895697,-87.6009148,2018,"Computer Science, Psychology Double Major",2
7/30/2016 6:39:16,No,Female,Georgia Tech,33.771288,-84.392056,2020,Computer Science,0
7/30/2016 13:23:26,No,Male,"University of California, Berkeley",37.8715926,-122.272747,2017,Computer Science,3
7/30/2016 16:14:57,Yes,Female,University of Minnesota,44.9741561,-93.2342,2019,Chemical Engineering,0
7/30/2016 16:47:48,No,Male,"University of Maryland, College Park",38.9908487,-76.944141,2019,Computer Science,5
7/30/2016 18:52:13,No,Male,University of Waterloo,43.4692469,-80.5403143,2018,Computer Science,0
7/30/2016 19:25:07,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Engineering,4
7/30/2016 20:15:25,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Engineering,0
7/30/2016 20:26:09,No,Male,University of Minnesota,44.9741561,-93.2342,2018,Chemical Engineering,0
7/30/2016 21:24:31,No,Male,Bellevue College,47.5848908,-122.1481177,2017,Computer Science,7
7/31/2016 0:18:00,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Engineering,0
7/31/2016 0:48:35,No,Male,Georgia Tech,33.771288,-84.392056,2017,Computer Science,0
7/31/2016 3:28:53,No,Female,University of Chicago,41.7895697,-87.6009148,2019,Philosophy,0
7/31/2016 4:38:33,No,Male,University of Manitoba,49.809962,-97.1344368,2019,Computer Science,0
7/31/2016 4:57:43,No,Male,"University of Texas, Dallas",32.9783111,-96.7484539,2017,Computer Science,1
7/31/2016 7:43:59,No,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,7
7/31/2016 9:16:42,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,2
7/31/2016 12:18:38,No,Male,George Mason University,38.8345098,-77.3111156,2018,Computer Science,1
7/31/2016 12:46:58,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
7/31/2016 14:08:09,No,Male,"University School of Information And Communication Technology, Ggsipu, Delhi, India",28.7040592,77.1024902,2017,Computer Science,4
7/31/2016 14:11:16,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,4
7/31/2016 20:26:00,No,Female,Saint Louis University,38.6346139,-90.2337376,2017,Biomedical Engineering,0
7/31/2016 20:44:07,No,Male,Tufts University,42.4085212,-71.1183667,2020,Computer Science,3
7/31/2016 22:37:10,No,Male,Northwestern University,42.0505569,-87.6797281,2018,Computer Science,0
7/31/2016 23:02:35,No,Male,University of Pennsylvania,39.9583587,-75.1953934,2019,Computer Science,2
8/1/2016 0:39:30,No,Male,State University of New York At Buffalo,42.8864468,-78.8783689,2017,Computer Science,1
8/1/2016 4:00:19,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,4
8/1/2016 6:17:05,No,Female,University of Alabama In Huntsville,34.725868,-86.6411956,2018,Computer Science,1
8/1/2016 9:53:57,No,Male,Messiah College,40.1579568,-76.9881939,2019,Electrical Engineering,0
8/1/2016 11:46:06,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2018,Computer Science,7
8/1/2016 19:07:19,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,0
8/1/2016 19:12:51,Yes,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,1
8/1/2016 21:30:40,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,3
8/1/2016 21:32:49,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,3
8/1/2016 22:07:55,No,Male,Northwestern University,42.0505569,-87.6797281,2018,Computer Science,0
8/2/2016 1:45:56,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,2
8/2/2016 3:08:37,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,0
8/2/2016 4:51:58,No,Female,Harvard University,42.3803274,-71.1389101,2019,Computer Science,1
8/2/2016 14:44:03,Yes,Male,Georgia Tech,33.771288,-84.392056,2019,Computational Media,0
8/2/2016 16:04:13,No,Male,Ecole Centrale Paris,48.76595,2.285633,2018,Computer Science,1
8/2/2016 16:05:54,No,Male,"University of Texas, Austin",30.2835151,-97.7348805,2019,Computer Science,1
8/2/2016 18:31:46,No,Male,Georgia Tech,33.771288,-84.392056,2016,Computer Science,7
8/2/2016 20:56:17,No,Male,University of Notre Dame,41.7001908,-86.2379328,2019,Computer Science,0
8/2/2016 20:56:29,No,Male,Rutgers University,40.4879197,-74.4397285,2018,Computer Science,7
8/2/2016 22:02:58,No,Male,"University of California, Berkeley",37.8715926,-122.272747,2020,Biomedical Engineering,3
8/2/2016 23:24:46,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Engineering,0
8/3/2016 2:04:15,No,Female,Middlebury College,44.0084009,-73.176872,2019,Computer Science,1
8/3/2016 4:28:40,No,Male,The Harker School,37.3179812,-121.9715813,2018,Computer Science,7
8/3/2016 5:16:08,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Electrical Engineering,0
8/3/2016 6:16:59,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,4
8/3/2016 7:11:00,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
8/3/2016 7:35:25,No,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
8/3/2016 10:00:15,No,Male,"University of Texas, Austin",30.2835151,-97.7348805,2018,Biology,0
8/3/2016 13:59:31,No,Male,Washington & Lee University,37.7913838,-79.4439894,2018,Computer Science,0
8/3/2016 15:09:00,No,Male,"University of California, Berkeley",37.8715926,-122.272747,2019,Math,5
8/3/2016 15:16:55,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
8/3/2016 17:07:37,No,Male,Carnegie Mellon University,40.4434658,-79.9434567,2017,Decision Science,0
8/3/2016 17:25:02,No,Male,State University of New York At Binghamton,42.0932729,-75.9721009,2018,Computer Science,4
8/3/2016 17:38:17,No,Male,University of Waterloo,43.4692469,-80.5403143,2020,Computer Engineering,2
8/3/2016 17:42:44,No,Male,University of Waterloo,43.4692469,-80.5403143,2017,Computer Science,5
8/3/2016 18:11:25,No,Male,University of Waterloo,43.4692469,-80.5403143,2019,Computer Science,5
8/3/2016 18:24:25,No,Female,University of Waterloo,43.4692469,-80.5403143,2018,Math,2
8/3/2016 18:37:17,No,Male,University of Illinois Chicago,41.4879477,-87.638695,2018,Computer Science,7
8/3/2016 18:44:40,No,Male,University of Utah,40.765023,-111.848931,2019,Biomedical Engineering,0
8/3/2016 19:07:23,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Science,5
8/3/2016 19:44:10,No,Female,St. John'S University,40.7239535,-73.792579,2019,Computer Science,2
